Comuna,Año,Población,Casos confirmados,Porcentaje promedio de cobertura de casos sospechosos,Total de casos positivos según el test PCR,Vacunados 1ra dosis,Vacunados 2da dosis,Vacunados dosis de refuerzo,Vacunados 4ta dosis,Vacunados unica dosis,Fallecidos por covid-19,Total fallecidos,Cant de transacciones BIP en 2020,% Vacunados 1ra dosis,% Vacunados 2da dosis,% Vacunados 4ta dosis,% Vacunados dosis de refuerzo,% Fallecidos COVID,% Casos confirmados
Pudahuel,2021,226803,2503012.0,90.33269230769233,438.9,192590.0,183527.0,124891.0,0.0,2948.0,305.0,21027.0,,84.91510253391709,80.91912364474896,0.0,55.06585009898458,0.13447793900433416,1103.6062133216933
Pudahuel,2022,227142,5268871.0,93.31794871794872,562.6,8591.0,13295.0,53366.0,133422.0,0.0,135.0,34858.0,,3.7822155303730702,5.853166741509716,58.73946694138469,23.494554067499624,0.05943418654410017,2319.6374954874045
Pudahuel,2023,227481,126468.0,,,64.0,63.0,185.0,595.0,0.0,,2142.0,,0.02813421780280551,0.027694620649636674,0.2615603061354575,0.08132547333623467,,55.59497276695636
Quilicura,2020,207245,558569.0,88.98421052631579,89.7,0.0,0.0,0.0,0.0,0.0,269.0,3223.0,2984959.0,0.0,0.0,0.0,0.0,0.12979806509204084,269.52109821708603
Quilicura,2021,206839,1990359.0,87.73269230769232,455.4,170718.0,161334.0,109688.0,0.0,8353.0,239.0,14959.0,,82.53665894729717,77.99979694351646,0.0,53.0306180169117,0.11554880849356264,962.2745226963967
Quilicura,2022,206434,4387950.0,91.31538461538462,657.5,7879.0,12143.0,48121.0,115739.0,0.0,84.0,24029.0,,3.816716238604106,5.882267455942335,56.06586124378736,23.310598060397027,0.0406909714485017,2125.5946210411075
Quilicura,2023,206029,106728.0,,,56.0,43.0,140.0,511.0,0.0,,1470.0,,0.027180639618694456,0.020870848278640386,0.24802333652058692,0.06795159904673613,,51.80241616471467
Quinta Normal,2020,117982,369221.0,90.46315789473684,70.1,126.0,0.0,0.0,0.0,0.0,273.0,3539.0,1642372.0,0.1067959519248699,0.0,0.0,0.0,0.23139122917055144,312.9468902035904
Quinta Normal,2021,120825,1444693.0,86.11153846153846,420.7,106449.0,100733.0,67189.0,0.0,2180.0,234.0,15153.0,,88.1018001241465,83.37099110283468,0.0,55.60852472584317,0.19366852886405958,1195.6904614111318
Quinta Normal,2022,123667,3033425.0,91.95384615384614,513.5,5270.0,8015.0,28988.0,70910.0,0.0,98.0,25533.0,,4.261444039234396,6.481114606160092,57.339468087687095,23.440368085261227,0.07924506942029806,2452.8977010843637
Quinta Normal,2023,126509,72699.0,,,44.0,31.0,106.0,252.0,0.0,,1592.0,,0.03478013421969978,0.024504185472970303,0.19919531416737146,0.08378850516564039,,57.465476764498966
Recoleta,2020,155280,525567.0,88.48421052631579,88.4,270.0,0.0,0.0,0.0,0.0,487.0,6273.0,4026616.0,0.17387944358578053,0.0,0.0,0.0,0.3136269963936116,338.46406491499226
Recoleta,2021,155114,1722161.0,86.11346153846154,413.4,136492.0,130180.0,90631.0,0.0,6045.0,285.0,23473.0,,87.99463620305066,83.92537101744524,0.0,58.428639581211236,0.18373583300024499,1110.2550382299469
Recoleta,2022,154948,3351819.0,91.45128205128204,491.3,5658.0,8494.0,36933.0,96145.0,0.0,111.0,34335.0,,3.651547615974391,5.481839068590753,62.049848981593826,23.835738441283528,0.07163693626248807,2163.189586183752
Recoleta,2023,154781,80509.0,,,54.0,33.0,110.0,286.0,0.0,,2072.0,,0.0348880030494699,0.02132044630800938,0.1847772013360813,0.07106815436003126,,52.01478217610689
Renca,2020,144615,528210.0,92.26315789473684,99.2,0.0,0.0,0.0,0.0,0.0,305.0,4844.0,1218677.0,0.0,0.0,0.0,0.0,0.21090481623621338,365.2525671610829
Renca,2021,144366,2139472.0,87.85384615384615,517.1,117247.0,110620.0,70735.0,0.0,3604.0,286.0,20163.0,,81.21510604990094,76.62469002396686,0.0,48.99699375199147,0.1981075876591441,1481.9777509940013
Renca,2022,144118,3827499.0,91.28717948717949,456.0,6764.0,9874.0,38632.0,76710.0,0.0,80.0,33226.0,,4.693376261119361,6.8513301600077705,53.22721658640835,26.805811904134114,0.05551006813860864,2655.8091286307053
Renca,2023,143870,88517.0,,,36.0,28.0,70.0,256.0,0.0,,1960.0,,0.02502258983804824,0.019462014318481963,0.1779384166261208,0.04865503579620491,,61.525682908181004
San Joaquín,2020,94521,308815.0,91.27894736842104,73.9,0.0,0.0,0.0,0.0,0.0,229.0,3231.0,927591.0,0.0,0.0,0.0,0.0,0.24227420361612764,326.7157562869627
San Joaquín,2021,94791,1182573.0,90.1156862745098,409.0,92639.0,87889.0,59915.0,0.0,2955.0,212.0,14283.0,,97.72974227511051,92.71871802175312,0.0,63.207477503138485,0.22364992457089808,1247.5583124980221
San Joaquín,2022,95061,2342593.0,92.73589743589744,559.4,3656.0,5912.0,25216.0,62094.0,0.0,61.0,22025.0,,3.845951546901463,6.219164536455539,65.3201628428062,26.52612533005123,0.06416932285585045,2464.3050251943487
San Joaquín,2023,95332,55871.0,,,35.0,15.0,79.0,184.0,0.0,,1302.0,,0.03671380019300969,0.015734485797004153,0.19300969244325095,0.08286829186422189,,58.606763730961276
San Miguel,2020,125143,325899.0,88.33157894736841,86.3,230.0,0.0,0.0,0.0,0.0,301.0,3142.0,2223503.0,0.1837897445322551,0.0,0.0,0.0,0.24052483958351645,260.42127805790176
San Miguel,2021,131565,1381667.0,89.07307692307693,395.5,111164.0,106452.0,80054.0,0.0,3370.0,277.0,16134.0,,84.49359632121005,80.91209668224832,0.0,60.847489833922396,0.2105423174856535,1050.1782388933227
San Miguel,2022,137986,3442813.0,89.92564102564103,649.5,4453.0,7171.0,25142.0,83640.0,0.0,108.0,27763.0,,3.227138985114432,5.196904033742554,60.614844984273766,18.22068905541142,0.07826880987926312,2495.045149507921
San Miguel,2023,144408,87708.0,,,36.0,28.0,103.0,268.0,0.0,,1746.0,,0.02492936679408343,0.019389507506509335,0.1855852861337322,0.07132568832751648,,60.7362472993186
San Ramón,2020,79325,275643.0,92.7,117.8,101.0,0.0,0.0,0.0,0.0,324.0,3391.0,1037693.0,0.1273242987708793,0.0,0.0,0.0,0.4084462653640088,347.4856602584305
San Ramón,2021,78494,974815.0,89.62941176470589,522.9,74281.0,69993.0,46650.0,0.0,2971.0,259.0,14615.0,,94.63271078044183,89.16987285652407,0.0,59.431294111651845,0.3299615257217112,1241.8974698703084
San Ramón,2022,77663,1753755.0,93.38717948717948,606.1,4750.0,6675.0,22516.0,49739.0,0.0,60.0,22214.0,,6.1161685744820575,8.594826365193207,64.04465446866591,28.99192665748168,0.07725686620398388,2258.1602564927957
San Ramón,2023,76833,40635.0,,,24.0,17.0,48.0,134.0,0.0,,1294.0,,0.031236578032876498,0.022125909439954187,0.17440422735022712,0.062473156065752995,,52.887431181914025
Vitacura,2020,84385,101765.0,83.89473684210526,48.3,337.0,0.0,0.0,0.0,0.0,102.0,1195.0,1018826.0,0.39936007584286304,0.0,0.0,0.0,0.12087456301475381,120.59607750192569
Vitacura,2021,84893,473299.0,90.89423076923076,213.0,122074.0,118621.0,96883.0,0.0,2179.0,73.0,4974.0,,143.79748624739378,139.730013075283,0.0,114.12366155042231,0.0859905999316787,557.5241774940218
Vitacura,2022,85402,1633093.0,94.05384615384617,473.2,3332.0,5873.0,19698.0,98643.0,0.0,59.0,9148.0,,3.9015479731153837,6.8768881290836275,115.504320741903,23.065033605770356,0.06908503313739725,1912.2421020584998
Vitacura,2023,85911,44050.0,,,62.0,40.0,158.0,402.0,0.0,,622.0,,0.0721677084424579,0.04655981189835993,0.46792610957851727,0.1839112569985217,,51.273992853068876
Puente Alto,2020,564686,1454959.0,92.6263157894737,109.9,324.0,0.0,0.0,0.0,0.0,1057.0,12273.0,5969535.0,0.057377020149251085,0.0,0.0,0.0,0.18718367375851358,257.6580612942414
Puente Alto,2021,565536,6361825.0,87.82499999999999,487.5,383620.0,365443.0,264083.0,0.0,16826.0,924.0,58780.0,,67.83299383239971,64.61887483732247,0.0,46.6960547162338,0.16338482430826684,1124.9195453516666
Puente Alto,2022,566386,13450481.0,92.37692307692308,606.7,15746.0,26079.0,102808.0,281502.0,0.0,305.0,94485.0,,2.7800828410306755,4.604457031070684,49.701440360460886,18.151578605403383,0.05385020109960345,2374.790513889821
Puente Alto,2023,567236,329748.0,,,161.0,102.0,473.0,1511.0,0.0,,5780.0,,0.02838324788976722,0.017981933445691035,0.2663794258474427,0.08338680901776332,,58.132417547546346
Pirque,2020,27435,66813.0,93.73157894736842,57.7,0.0,0.0,0.0,0.0,0.0,45.0,566.0,,0.0,0.0,0.0,0.0,0.16402405686167304,243.53198469108804
Pirque,2021,27842,290947.0,94.7423076923077,359.7,28532.0,27267.0,19914.0,0.0,1495.0,40.0,2518.0,,102.47827023920695,97.93477480066088,0.0,71.52503412111199,0.1436678399540263,1044.9931757776023
Pirque,2022,28248,694416.0,89.96410256410256,607.3,1104.0,1919.0,8153.0,21217.0,0.0,17.0,4016.0,,3.908241291418862,6.793401302747097,75.10974228263947,28.862220334182954,0.060181251770036824,2458.283772302464
Pirque,2023,28654,17507.0,,,5.0,6.0,19.0,122.0,0.0,,252.0,,0.01744957074055978,0.020939484888671738,0.42576952606965873,0.06630836881412717,,61.09792699099602
Colina,2020,156368,286992.0,86.67894736842106,78.60000000000001,0.0,0.0,0.0,0.0,0.0,193.0,2384.0,,0.0,0.0,0.0,0.0,0.1234267880896347,183.53627340632355
Colina,2021,160599,1290457.0,85.36346153846154,281.5,132312.0,124449.0,83743.0,0.0,5702.0,162.0,10524.0,,82.38656529617245,77.49051986625074,0.0,52.14416029987733,0.10087235910559841,803.5274192242791
Colina,2022,164830,3356976.0,95.5948717948718,519.7,7109.0,11794.0,40083.0,90348.0,1.0,57.0,16823.0,,4.312928471758782,7.155250864527088,54.81283746890736,24.31778195716799,0.034581083540617605,2036.629254383304
Colina,2023,169062,84502.0,,,107.0,64.0,215.0,638.0,0.0,,1036.0,,0.06329039050762442,0.0378559345092333,0.37737634713891943,0.12717227999195563,,49.9828465296755
Lampa,2020,119803,216600.0,88.16842105263159,100.9,0.0,0.0,0.0,0.0,0.0,113.0,1125.0,,0.0,0.0,0.0,0.0,0.09432151114746709,180.7968080932865
Lampa,2021,126142,923247.0,88.97307692307693,504.9,88917.0,81759.0,51167.0,0.0,3153.0,166.0,7037.0,,70.48960695089661,64.81504970588702,0.0,40.56301628323635,0.13159772320083715,731.9108623614657
Lampa,2022,132481,2161794.0,91.8923076923077,608.3,5703.0,9379.0,29356.0,55527.0,0.0,50.0,12366.0,,4.304768230916131,7.0795057404458,41.91318000317026,22.158649164785892,0.037741261011012904,1631.7766321208323
Lampa,2023,138821,51954.0,,,34.0,36.0,93.0,279.0,0.0,,750.0,,0.024491971675755113,0.025932675891976,0.200978238162814,0.06699274605427133,,37.42517342477002
Tiltil,2020,19186,34544.0,90.7,75.6,0.0,0.0,0.0,0.0,0.0,19.0,259.0,,0.0,0.0,0.0,0.0,0.09903054310434693,180.0479516313979
Tiltil,2021,19325,161208.0,88.7826923076923,542.0,18580.0,17653.0,12604.0,0.0,1192.0,30.0,1572.0,,96.14489003880983,91.34799482535576,0.0,65.22121604139716,0.15523932729624837,834.1940491591203
Tiltil,2022,19464,402055.0,87.45897435897436,452.9,993.0,1460.0,5348.0,13530.0,0.0,10.0,3268.0,,5.101726263871764,7.501027538018906,69.51294697903822,27.476366625565145,0.05137690094533497,2065.6339909576654
Tiltil,2023,19603,10315.0,,,11.0,2.0,16.0,61.0,0.0,,208.0,,0.05611386012345049,0.010202520022445543,0.3111768606845891,0.08162016017956435,,52.619497015762896
San Bernardo,2020,301987,685299.0,90.68947368421053,86.0,235.0,0.0,0.0,0.0,0.0,531.0,6770.0,1629212.0,0.07781791931440757,0.0,0.0,0.0,0.17583538364234222,226.92996718401784
San Bernardo,2021,303083,3062261.0,91.15576923076924,489.1,232014.0,219495.0,142108.0,0.0,8265.0,560.0,31510.0,,76.55130772758618,72.42075603052629,0.0,46.88748626613832,0.18476786886760393,1010.3704265828172
San Bernardo,2022,304179,6323593.0,91.25641025641026,548.4,12095.0,17973.0,70180.0,152741.0,0.0,169.0,51966.0,,3.976277126297344,5.908691921533045,50.214183096137475,23.071941192521507,0.05555939101647386,2078.905184118562
San Bernardo,2023,305275,151786.0,,,64.0,39.0,207.0,682.0,0.0,,3136.0,,0.020964703955450005,0.012775366472852346,0.2234051265252641,0.06780771435590861,,49.72107116534272
Buin,2020,104788,160555.0,90.89473684210526,90.1,0.0,0.0,0.0,0.0,0.0,158.0,1762.0,,0.0,0.0,0.0,0.0,0.15078062373554224,153.21888002443026
Buin,2021,107834,898107.0,88.64615384615385,385.7,98241.0,93820.0,63672.0,0.0,2613.0,132.0,8405.0,,91.1039189865905,87.00409889274255,0.0,59.04631192388301,0.12241037149693047,832.8606932878312
Buin,2022,110879,2308531.0,93.04102564102564,612.3,3959.0,6178.0,27184.0,67680.0,0.0,51.0,14491.0,,3.5705588975369547,5.57183957286772,61.03951153960624,24.516815627846572,0.04599608582328484,2082.0272549355604
Buin,2023,113924,58051.0,,,37.0,35.0,88.0,272.0,0.0,,896.0,,0.03247779221235209,0.030722235876549278,0.23875566166918294,0.0772444787753239,,50.955900424844636
Calera De Tango,2020,25342,35802.0,90.95263157894736,57.8,0.0,0.0,0.0,0.0,0.0,20.0,204.0,,0.0,0.0,0.0,0.0,0.07892036934732855,141.27535316865283
Calera De Tango,2021,25379,203809.0,91.92115384615384,365.8,28409.0,27165.0,20076.0,0.0,1746.0,38.0,1573.0,,111.93900468891604,107.03731431498483,0.0,79.10477166161,0.1497300918081879,803.0615863509202
Calera De Tango,2022,25416,531667.0,90.16410256410256,499.7,891.0,1656.0,7339.0,20942.0,0.0,11.0,3063.0,,3.5056657223796037,6.515580736543909,82.39691532892665,28.87551148882594,0.04327982373308152,2091.8594586087506
Calera De Tango,2023,25454,13702.0,,,10.0,4.0,26.0,104.0,0.0,,198.0,,0.039286556140488725,0.01571462245619549,0.40858018386108275,0.10214504596527069,,53.830439223697645
Paine,2020,74853,125703.0,91.57368421052632,108.5,0.0,0.0,0.0,0.0,0.0,89.0,1085.0,,0.0,0.0,0.0,0.0,0.11889971009845966,167.93314897198508
Paine,2021,75847,642272.0,83.225,367.8,75310.0,71277.0,47532.0,0.0,2498.0,81.0,5861.0,,99.29199572824238,93.9747122496605,0.0,62.66826637836698,0.10679394043271323,846.7994778962913
Paine,2022,76841,1562928.0,91.07435897435896,618.6,4082.0,6132.0,22801.0,50897.0,0.0,37.0,10596.0,,5.3122681901589,7.980114782472898,66.23677463853932,29.67296104943975,0.04815137751981364,2033.9766530888458
Paine,2023,77834,38011.0,,,43.0,29.0,95.0,278.0,0.0,,684.0,,0.055245779479404886,0.03725878150936609,0.35717038826219905,0.12205462908240615,,48.83598427422463
Melipilla,2020,128296,240812.0,91.0,67.2,0.0,0.0,0.0,0.0,0.0,176.0,2357.0,,0.0,0.0,0.0,0.0,0.13718276485626987,187.70031801459126
Melipilla,2021,130303,1081159.0,92.46153846153848,323.7,123596.0,116289.0,80047.0,0.0,5031.0,247.0,12719.0,,94.85276624482935,89.24506726629471,0.0,61.4314328910309,0.18955818361818222,829.7268673783412
Melipilla,2022,132310,2499652.0,93.1,625.0,5522.0,8908.0,33385.0,83330.0,0.0,83.0,22430.0,,4.173531857002494,6.732673267326733,62.980878240495805,25.23240873705691,0.06273146398609326,1889.2389086236867
Melipilla,2023,134318,60150.0,,,48.0,33.0,99.0,319.0,0.0,,1372.0,,0.03573608898286157,0.02456856117571733,0.2374960913652675,0.07370568352715198,,44.7817865066484
Alhué,2020,6762,16778.0,89.58421052631579,99.0,0.0,0.0,0.0,0.0,0.0,6.0,83.0,,0.0,0.0,0.0,0.0,0.08873114463176575,248.12185743862764
Alhué,2021,7013,70930.0,67.35882352941177,271.4,7894.0,7538.0,5430.0,0.0,602.0,8.0,541.0,,112.56238414373307,107.48609724796805,0.0,77.42763439326964,0.11407386282617994,1011.407386282618
Alhué,2022,7265,191187.0,88.46666666666667,610.0,551.0,666.0,2516.0,6052.0,0.0,8.0,1088.0,,7.584308327598073,9.167240192704748,83.30350997935307,34.631796283551274,0.11011699931176876,2631.617343427392
Alhué,2023,7516,5597.0,,,5.0,1.0,7.0,30.0,0.0,,70.0,,0.06652474720596062,0.013304949441192123,0.3991484832357637,0.09313464608834486,,74.46780202235232
Curacaví,2020,33395,59208.0,97.08947368421052,51.8,0.0,0.0,0.0,0.0,0.0,29.0,406.0,,0.0,0.0,0.0,0.0,0.08683934720766583,177.2960023955682
Curacaví,2021,33838,320966.0,87.1549019607843,385.2,31506.0,30075.0,22046.0,0.0,1761.0,51.0,2368.0,,93.10833973639104,88.87936639281281,0.0,65.15160470476978,0.1507181275489095,948.5371475855547
Curacaví,2022,34280,853898.0,96.17179487179487,383.4,1324.0,2197.0,8515.0,22702.0,0.0,16.0,4694.0,,3.862310385064177,6.408984830805134,66.22520420070012,24.83955659276546,0.046674445740956826,2490.9509918319723
Curacaví,2023,34723,22076.0,,,11.0,3.0,19.0,61.0,0.0,,320.0,,0.0316792903838954,0.008639806468335108,0.17567606485614723,0.054718774299455694,,63.57745586498862
San Pedro,2020,10564,14548.0,87.35263157894737,59.1,0.0,0.0,0.0,0.0,0.0,5.0,84.0,,0.0,0.0,0.0,0.0,0.047330556607345704,137.71298750473306
San Pedro,2021,10700,82190.0,93.35961538461538,467.9,10912.0,10210.0,6868.0,0.0,1156.0,12.0,702.0,,101.98130841121495,95.42056074766356,0.0,64.18691588785047,0.11214953271028037,768.1308411214953
San Pedro,2022,10836,203196.0,94.20256410256412,626.3,842.0,1025.0,3480.0,7229.0,0.0,5.0,1349.0,,7.770394979697305,9.45921004060539,66.71280915466961,32.115171650055366,0.04614248800295312,1875.1937984496124
San Pedro,2023,10972,5042.0,,,3.0,4.0,10.0,39.0,0.0,,82.0,,0.027342325920524973,0.03645643456069996,0.35545023696682465,0.09114108640174991,,45.953335763762304
Talagante,2020,74603,104922.0,92.54736842105264,73.7,90.0,0.0,0.0,0.0,0.0,107.0,1305.0,,0.12063858021795369,0.0,0.0,0.0,0.14342586759245607,140.64045681809043
Talagante,2021,75060,476645.0,92.0346153846154,350.1,67377.0,64416.0,44910.0,0.0,1298.0,120.0,6459.0,,89.76418864908074,85.8193445243805,0.0,59.832134292565954,0.15987210231814547,635.0186517452704
Talagante,2022,75516,1412147.0,94.34871794871796,633.7,2822.0,4428.0,17363.0,46715.0,0.0,54.0,10498.0,,3.736956406589332,5.863658032734785,61.861062556279464,22.992478415170297,0.0715080247894486,1869.9970867101013
Talagante,2023,75973,37071.0,,,43.0,43.0,67.0,282.0,0.0,,650.0,,0.05659905492740842,0.05659905492740842,0.3711844997564924,0.08818922511945033,,48.79496663288273
El Monte,2020,36386,72478.0,94.72105263157896,75.8,0.0,0.0,0.0,0.0,0.0,67.0,868.0,,0.0,0.0,0.0,0.0,0.1841367558951245,199.19199692189304
El Monte,2021,36663,339973.0,89.6173076923077,424.5,31759.0,29894.0,19854.0,0.0,1568.0,53.0,3841.0,,86.62411695715026,81.53724463355427,0.0,54.15268799607234,0.1445599105365082,927.2918200911
El Monte,2022,36941,772680.0,97.07692307692308,464.8,1533.0,2510.0,10018.0,20607.0,0.0,19.0,6551.0,,4.149860588505996,6.794618445629517,55.78354673668823,27.11891935789502,0.05143336671990471,2091.659673533472
El Monte,2023,37219,19341.0,,,7.0,5.0,19.0,92.0,0.0,,412.0,,0.01880759826970096,0.013433998764072114,0.24718557725892687,0.05104919530347403,,51.965394019183755
Padre Hurtado,2020,70590,130988.0,92.0157894736842,92.6,0.0,0.0,0.0,0.0,0.0,96.0,1163.0,,0.0,0.0,0.0,0.0,0.13599660008499787,185.56169429097608
Padre Hurtado,2021,73254,689334.0,89.8423076923077,480.2,73735.0,70104.0,45369.0,0.0,1995.0,94.0,5230.0,,100.65661943375106,95.69989352117291,0.0,61.9338193136211,0.12832063778087205,941.0189204685068
Padre Hurtado,2022,75917,1650225.0,91.95128205128204,641.3,2999.0,5229.0,23308.0,50105.0,0.0,42.0,9075.0,,3.950366848005058,6.88778534452099,65.99971020983443,30.701950814705537,0.05532357706442562,2173.7226181224232
Padre Hurtado,2023,78580,40710.0,,,32.0,23.0,71.0,291.0,0.0,,576.0,,0.04072283023670145,0.029269534232629166,0.37032323746500384,0.09035377958768134,,51.80707559175362
